LESSTHAN80,LTHS_25TO34_PCT,TOT_POP,TOT_HOUSING_UNITS,UNEMPLRT,POVRT,PASSED_THRESHOLD,CDBG_PER_PR_RESID
1390,1.87,15546,4652,11.13,16.2,1,754.6698153034301
1015,0.0,7015,3725,6.33,15.26,1,925.2537511961722
3485,3.39,17094,8947,9.05,14.64,1,147.4057726537217
4325,0.69,33053,13786,1.8,4.78,0,260.0127145581691
24705,1.89,172127,71482,3.38,9.96,0,10.28008204462283
37000,1.52,255284,93165,3.32,8.56,0,167.10762497685613
5765,1.32,36947,17577,3.88,7.06,0,29.288702928870293
11000,2.52,60867,31623,5.32,15.13,0,1.2845718093968677
3580,3.07,22892,9468,5.94,23.21,0,49.71658354114713
17505,3.32,108399,44970,6.46,13.26,1,159.13415683504064
5125,5.59,42520,17234,4.17,10.95,1,516.0781598272138
1785,2.27,7643,4541,7.32,17.06,1,772.4107281177381
11545,5.39,93681,28618,5.66,14.18,1,328.5382111801242
1730,4.1,10280,5245,2.75,12.69,1,538.9439621152328
7500,3.76,53988,21723,7.34,11.23,1,272.20928272346623
1910,0.0,8260,5471,11.14,26.41,1,104.11241836251776
4515,1.13,28574,14274,7.3,13.59,1,189.56459305339553
6120,1.0,30027,16452,3.07,12.05,0,139.8002853067047
28515,1.18,163414,70460,3.6,11.24,0,166.8950846576134
9790,1.02,49275,22706,4.42,9.81,0,124.64509394572025
45685,3.6,466834,150283,5.0,6.09,0,155.27463728354593
5660,1.35,34113,17289,4.89,13.45,0,23.426024886877826
17510,1.73,96202,38119,4.86,14.27,1,97.04789390874353
1360,5.11,8888,4177,3.33,15.37,1,640.6171140939597
2015,5.96,14822,6737,4.79,13.81,1,333.795835
10990,1.56,66969,28652,5.0,15.17,1,331.5152253873064
1055,16.98,6004,3198,2.2,13.34,1,1092.702142857143
2850,1.62,16918,7205,3.49,12.75,1,131.57894736842104
570,0.0,3291,1775,8.49,11.33,1,644.2071621621621
4280,1.37,25376,13817,3.66,12.41,0,166.41669383762635
4865,2.24,28873,15516,3.78,9.71,0,150.6002182611859
5590,3.53,26843,17726,4.18,12.28,0,65.9531741043369
11525,0.3,58527,34552,3.49,10.89,0,23.89855308079987
5935,2.23,26937,13527,6.55,18.25,0,41.109969167523126
7105,0.86,43441,21263,4.01,12.15,0,119.27459195402298
6650,2.55,35562,17375,10.06,20.25,1,140.79079176790054
45520,3.57,253136,108947,5.73,17.97,1,240.1496438498139
6180,0.11,40796,16409,3.68,21.59,1,131.40600781878808
4675,5.62,25263,12358,5.56,23.32,1,129.38220469741128
32970,2.66,230184,91122,5.47,13.95,1,110.32837101042631
10760,3.32,64032,19865,13.14,34.18,1,252.10928996539795
1540,0.0,9358,4956,8.6,19.4,1,133.64055299539172
10205,0.16,58336,30894,3.18,10.22,0,165.0943396226415
9070,0.77,42628,30778,4.39,13.45,0,78.91872278664731
10560,0.27,55191,35016,3.78,9.41,0,137.6953125
16760,1.38,108819,46235,3.39,7.67,0,83.06462014703986
18075,1.36,134683,48522,6.01,7.06,0,3.325672588832487
24905,2.3,171359,62881,3.51,10.34,1,117.03348798436242
2455,4.2,19874,7054,5.99,11.45,1,279.52298149417413
2120,10.18,15547,6063,3.54,17.25,1,741.7737743931461
16695,3.39,129792,42292,5.32,10.74,1,93.1724856374082
5515,1.28,45491,16488,4.33,4.85,1,339.5008623853211
475,0.0,3793,1936,6.25,13.93,1,380.22813688212926
1465,1.56,7403,3181,7.42,25.26,1,82.58133996489175
290005,3.51,2077153,780381,4.97,11.36,1,205.13760948121953
27055,1.19,236434,116248,2.85,6.41,0,343.7113061797753
2150,1.87,11202,4801,6.84,11.21,0,627.4131274131274
9010,2.0,54005,25999,4.24,13.54,0,169.04053287981858
7630,1.4,52195,24796,4.29,12.52,1,111.78026178836146
890,0.54,4375,3318,3.19,18.87,1,345.08169325153375
21720,1.13,137521,57761,3.02,13.96,1,36.44742688782191
2060,11.49,12408,4864,7.8,21.12,1,100.44420098846787
19605,1.77,118645,48785,4.03,12.16,1,135.41840430201933
2695,0.0,16336,8238,6.89,19.49,0,94.9258009618942
4950,0.75,28725,14402,4.23,13.39,0,12.234629532317394
21785,1.82,158309,76361,3.29,9.42,0,121.6674632626803
3735,0.14,17059,8714,6.33,22.11,0,206.89459131373079
685,4.78,3679,2030,4.5,11.76,1,528.9236363636364
8990,2.99,49705,22807,3.86,18.38,1,113.66152106430154
2295,5.8,13018,6069,4.17,19.38,1,108.1338309859155
3150,0.0,21152,9459,7.13,10.92,1,333.99536980306345
805,4.53,7551,2809,2.83,18.46,1,193.06930693069307
201050,3.05,1250884,530125,4.31,11.38,1,109.67444468353705
3210,3.59,21524,10922,14.4,18.52,1,152.13000573723463
5720,2.72,41386,17074,5.95,14.9,1,84.03384387838948
9730,0.7,47217,20736,4.04,23.1,0,116.68064431486881
28975,1.15,242647,91707,5.24,7.49,0,133.36853270975377
9800,2.93,40668,22017,7.14,22.97,0,277.3211405658276
3245,6.55,20072,10495,3.32,9.03,1,537.2968605307735
2350,6.08,17174,7792,2.49,11.5,1,220.41188571428572
14990,3.49,86173,32033,7.54,14.76,1,221.38620877223275
4245,7.53,26899,11194,4.94,20.99,1,136.7576360021688
7925,7.89,49018,19232,4.0,18.32,1,125.62038970076549
7735,4.05,55970,23528,4.01,12.72,1,269.36726375982846
12695,4.37,92044,37264,5.18,15.71,1,158.7873651641938
12315,1.4,72295,26600,3.42,20.74,1,43.53407836308228
44540,2.94,348500,132606,4.7,6.55,0,146.50875754348598
2595,2.54,23312,9019,4.03,9.8,0,210.4725707762557
930,0.0,14309,6080,4.44,2.0,0,3691.3530526315794
5565,4.04,29059,11887,5.79,13.94,0,38.118410381184106
3285,4.46,21452,15519,6.53,7.61,1,373.39724565756825
54185,1.81,308392,129032,4.32,18.52,1,45.88783343061433
7010,3.14,53626,17292,5.29,14.66,1,93.3544876033058
5255,3.42,35275,16342,4.58,10.53,1,67.36270022883295
35980,5.19,274847,84553,5.67,24.64,1,166.90280824680661
6315,3.3,41672,17727,5.3,15.12,1,463.7075442549082
101200,3.27,1149439,415149,4.05,5.89,0,164.23107937690992
25990,2.85,135169,60145,6.12,15.29,0,110.41142427130887
8280,5.78,53558,18317,4.74,25.55,0,33.04018570102136
6145,2.23,22500,10354,8.41,24.7,0,124.34306140988372
13540,3.09,80970,32533,6.31,17.08,0,175.44201590852597
