LESSTHAN80,LTHS_25TO34_PCT,TOT_POP,TOT_HOUSING_UNITS,UNEMPLRT,POVRT,PASSED_THRESHOLD,CDBG_PER_PR_RESID
8925,4.18,55667,23697,7.97,10.18,1,37.6598687710587
860,1.55,6591,2494,8.76,9.61,1,77.10596026490066
9435,2.06,47527,25818,6.52,12.91,0,269.7640790566351
13500,3.26,80320,36723,4.49,12.34,0,543.2777514792899
9660,3.38,60016,33622,5.65,10.17,0,37.30450211327135
7225,0.92,47618,20806,5.61,14.44,0,317.95155538098976
8390,1.24,44676,31624,4.27,16.16,0,186.5064296123579
11200,3.98,55659,26381,5.73,22.08,0,3.1069799466391257
53325,1.34,334562,146978,7.82,18.75,0,76.30965738686034
78215,2.43,464182,201401,5.23,10.91,1,233.39092299683657
1505,6.18,9570,4538,2.5,12.44,1,50.35246727089628
9530,1.79,55244,24132,4.61,9.99,1,482.09863842662634
10740,1.2,61174,38782,3.79,8.69,1,62.04270734032412
9485,1.24,48461,41433,5.54,8.73,1,42.86610778443114
47635,3.02,293524,121161,4.96,8.79,0,243.021065681445
171270,1.93,918873,429708,4.79,13.71,0,418.76184572530184
6075,1.95,37281,26390,4.73,10.15,0,567.7937585227273
8230,5.55,50389,25835,6.95,17.78,0,224.792375109553
5755,2.47,42543,18998,4.03,13.72,0,12.933264355923436
12790,1.4,76040,35760,3.87,9.13,1,1113.344674329502
7810,3.24,31486,21641,4.99,11.66,1,625.291094890511
14720,0.42,90331,53149,2.87,10.34,1,338.8860934795153
65115,1.77,415305,172201,4.03,7.43,1,435.04352496367716
24220,1.05,150902,65284,3.45,6.61,1,548.8730857981959
5255,2.35,29255,13730,5.33,17.4,1,50.238770213615496
4370,7.46,31875,21253,7.72,12.34,1,122.94026776519053
920,7.87,6163,3339,2.15,16.68,1,834.912032355915
5300,3.7,25518,11719,6.38,22.35,1,300.0557724484105
11545,0.25,64029,26800,3.15,12.96,0,24.448262922782384
11720,0.49,64775,42326,3.93,9.98,0,1.504953609058028
1630,2.62,9042,4344,10.88,34.99,1,367.774148714385
3195,3.3,15612,8017,6.38,19.78,1,976.9375130378097
3995,4.65,19515,9333,8.74,25.0,1,378.35112752236324
4935,3.72,22685,10699,12.04,36.52,1,408.7176011919543
4800,0.78,28339,12363,7.42,21.47,1,283.14507987763426
12985,1.58,78834,34398,4.41,15.82,1,266.7231600535744
1460,0.0,8723,4649,6.18,12.72,1,311.22323287671236
945,0.0,6085,3256,3.79,18.53,1,510.9872958257713
16470,2.74,104687,42312,4.26,8.3,1,53.91796966161027
3420,5.04,20560,9593,3.86,15.14,1,217.46403479424558
6150,1.48,35090,15805,4.02,12.93,1,144.67282521233795
4210,2.0,24819,11080,7.17,20.26,1,254.48131222661945
2770,3.73,13058,8117,7.91,25.99,1,24.245709134615385
64375,1.81,425271,168252,3.46,5.8,0,76.0846557711951
6660,0.71,37820,21340,2.39,7.85,0,153.22688502217673
2720,1.94,13727,7034,3.48,10.89,0,344.1156228492774
3460,11.69,21031,10002,2.52,9.35,0,65.69188767550702
3765,2.32,18810,8709,5.47,24.55,1,288.6594647949112
20990,3.37,182256,68411,4.6,9.56,1,149.3094930768785
12690,1.81,75162,33091,7.27,25.63,1,89.8007696073099
1445,1.98,7716,4288,2.06,19.27,1,268.12265986394556
3240,2.92,24098,9546,12.62,17.64,1,214.6933301111648
1590,7.46,13619,5225,16.5,16.49,1,497.6204767959313
2610,1.46,14144,7273,4.78,18.24,1,173.68214004720693
1025,1.14,7449,4148,3.04,13.24,1,314.4654088050315
1220,5.96,6783,3503,2.98,12.47,1,659.5329341317365
37485,1.22,246480,98719,4.12,8.17,1,34.519529246089625
3950,0.57,20503,9040,3.5,10.34,1,524.3558580456976
83285,0.93,304709,176955,5.85,20.43,1,1087.8146437176144
2190,1.94,9454,5361,3.32,16.14,0,276.62517289073304
1980,0.92,13302,4720,13.37,27.58,0,119.09356906077348
5900,5.18,30465,14371,3.86,9.76,0,137.17421124828533
8100,1.0,46330,20678,3.57,8.58,0,127.60579635804052
222820,1.78,1255296,539223,3.99,10.15,0,397.11479076191085
3620,0.11,20927,10243,5.31,24.62,1,287.6153515007899
34050,1.23,206169,93678,8.77,18.17,1,142.53578210373135
45365,2.94,235604,104356,9.34,20.4,1,241.02829642911152
4060,0.95,17414,8593,15.36,40.17,1,593.1960554561717
11725,1.3,76630,33478,3.87,9.54,1,175.21375419646765
1055,1.24,6080,2740,10.13,7.72,0,584.5075268817204
1775,0.33,10689,6571,4.55,10.76,0,501.3192612137203
16165,2.21,81576,39012,3.69,13.5,0,348.1689215411885
2075,0.93,11563,5697,3.38,10.96,0,268.9404486133768
3725,0.31,21287,14861,4.0,11.35,0,374.1067675493905
8790,0.16,45180,27764,5.82,12.32,0,96.47276084949215
1715,1.97,9873,5068,2.7,7.54,0,683.9945280437756
1895,2.06,8198,3816,14.39,35.77,1,427.08223793103446
240,3.28,1223,553,9.35,27.99,1,1485.2163921568626
23610,3.46,142872,62451,9.29,15.46,1,101.33561973250275
3000,0.52,16454,8423,3.98,21.31,1,517.2971806674338
1365,1.39,7129,3793,9.66,28.0,1,220.06953463203465
1275,11.88,8294,4189,2.33,13.35,1,463.3920296570899
2995,2.91,15518,7328,5.17,18.04,1,142.84622423146473
6110,2.73,29657,14448,7.53,23.7,1,176.8949905067913
20110,1.72,103629,45507,4.39,9.57,1,479.7266363543476
375,6.99,1826,1133,1.71,5.31,0,2105.2631578947367
21385,2.09,119062,54731,4.88,13.25,0,227.6817100564825
6520,8.18,42909,19988,3.73,10.3,0,5.785697755149271
1875,0.2,10571,7890,2.8,8.0,0,318.15509047044634
2355,4.55,11182,5985,6.95,22.67,1,717.3632142857142
10130,4.82,68307,29190,4.81,21.8,1,244.66949186294033
2100,0.69,9829,4770,15.37,27.05,1,663.102600580672
8270,1.0,54059,26091,4.14,22.97,1,49.59185464759062
7005,1.84,62693,24698,9.17,17.98,1,117.77753246753245
2455,0.19,14673,8168,1.93,9.51,1,686.3176040905771
1045,3.55,6576,3210,2.79,14.54,1,124.7588424437299
57685,2.23,291574,134450,4.06,15.29,1,152.01516676802171
1820,8.1,9885,5005,4.69,16.72,1,402.18180625
16760,0.51,102001,49145,4.04,10.26,0,203.4551268692716
4165,0.06,28425,12788,3.31,8.05,0,25.45767195767196
4495,0.87,25696,11302,3.1,12.89,0,7.701421800947867
5670,0.6,35788,15923,2.66,7.14,0,318.46557182429757
13240,2.23,75557,35337,4.94,22.65,1,93.65415188944601
2530,2.29,12595,6203,12.6,19.54,1,291.0521928397071
3885,2.65,22791,9597,8.3,25.0,1,153.0538426844669
11725,2.09,85304,36949,5.6,13.61,1,504.09150585561963
5630,2.15,28764,13092,11.45,31.24,1,219.6620192978377
3865,4.03,21854,10971,5.51,17.55,1,259.25039661554734
880,0.0,4374,2793,2.66,9.86,1,30.05744630071599
1365,2.27,10022,4594,2.9,11.74,1,881.3698630136986
7535,1.3,40130,18312,4.45,23.82,1,3.9153101393765293
5705,2.63,30383,16917,5.83,18.36,0,98.10786272017432
13125,0.56,68714,31772,3.48,9.48,0,15.789734360264067
3775,1.22,23149,10951,2.38,6.77,0,181.67683322517846
5810,0.86,33119,16245,4.15,10.3,0,178.26466210181601
6425,1.81,34197,15662,5.25,22.03,1,242.11159351789334
9745,0.65,58896,27411,7.77,19.58,1,128.7054901433692
12800,1.12,105482,43828,4.44,10.57,1,80.46194528043776
5140,8.57,24785,12102,9.37,25.28,1,16.450074025333112
5565,5.77,35502,15737,6.13,21.74,1,141.09838629110587
147890,1.87,700733,325759,4.94,13.62,1,231.49230164563028
18355,3.52,120528,51786,4.87,17.72,1,119.79433961364178
36740,1.03,224777,91528,4.76,9.07,1,50.035817169004275
7835,0.75,53948,22348,4.6,13.43,1,39.08586087218953
695,20.77,3948,2275,4.43,15.7,1,115.68144499178982
3600,0.14,16513,9657,1.94,11.97,0,445.19812755102043
940,7.15,5911,2685,8.66,18.17,0,775.4519505233111
1260,2.57,6843,3248,1.2,13.68,0,1027.35835694051
1520,1.52,8247,4657,2.81,7.08,0,1375.4248251748252
3595,15.73,21667,8679,2.43,12.12,0,135.92233009708738
26730,1.84,156446,66667,3.39,8.05,0,93.11489779429589
5850,3.94,35559,16588,7.65,17.44,1,247.3154886720688
2075,1.5,9956,5777,8.1,29.72,1,701.2870415224913
4730,1.4,29250,12578,9.22,23.59,1,114.06643046944198
3325,1.02,21215,9547,3.87,22.99,1,440.335752062619
1990,13.14,10566,5294,10.82,29.09,1,455.5884500497843
5750,2.3,35680,16047,6.37,14.7,1,96.69309611293754
5940,1.96,32697,14851,2.87,11.78,1,93.97753106000529
8805,0.78,57590,21821,4.05,10.93,1,252.64537716039413
3155,0.32,16422,7348,6.4,16.75,0,190.2340926064227
10495,1.3,58416,36235,3.9,8.74,0,172.19403945795136
2295,0.06,14110,6587,3.49,10.55,0,90.89154160982265
10360,0.52,49593,22072,8.47,28.96,1,143.83369148119723
5960,7.25,34079,15094,8.14,19.64,1,294.40281783824645
8350,2.61,55512,25645,5.92,14.62,1,187.84076854899976
1995,3.08,11981,5688,7.23,18.74,1,422.496399639964
7820,4.47,39365,18736,7.1,31.4,1,176.50063000667555
4025,3.91,31996,12991,3.52,15.32,1,247.32110767326733
1835,0.94,12004,6382,1.99,15.97,1,180.5566649048626
2380,2.52,14969,6841,2.49,12.1,1,580.0490920024052
3835,6.23,22882,9992,4.35,19.32,1,224.23059255856683
2430,0.07,15154,7698,4.62,12.49,1,1152.4908351293104
2050,5.12,12176,5984,4.39,14.0,1,161.14294330518698
27335,2.49,173679,74335,7.21,14.09,1,159.29581729339282
8265,1.69,48687,25615,5.21,15.94,1,4.65296803652968
164790,1.03,1255340,542094,4.66,7.77,1,119.00083343672456
4435,6.1,26545,16198,5.97,14.03,1,245.05511002444987
4800,1.14,20895,16224,8.02,16.03,1,93.04756097560976
2100,1.55,11107,6652,1.38,8.39,0,340.9836065573771
109175,3.05,546598,221092,4.64,13.41,0,170.32617119196496
2500,2.62,14572,7334,2.9,9.7,0,57.53823743627094
4315,5.52,25155,11240,4.54,20.06,1,185.34354464470687
1970,0.61,7038,3568,15.65,33.93,1,667.28730472103
17260,1.77,154119,61134,4.68,8.97,1,118.17846176911544
4885,12.4,28288,11760,7.2,24.7,1,426.78956717501814
895,5.82,4427,2160,10.4,24.14,1,451.8734961685824
4480,0.63,28572,13069,3.94,17.09,1,21.151102005607076
4185,2.04,25369,12942,5.89,13.62,1,19.16838386811893
2640,8.17,13328,5734,8.28,23.67,1,327.63014197306154
2330,9.66,15907,6164,4.13,10.74,1,469.49010296010294
1360,2.46,5802,5703,5.93,16.03,1,217.6278563656148
4365,4.7,23323,13818,7.61,16.66,1,180.33612116443746
3870,0.44,24613,14911,5.66,12.9,1,550.3788024335574
40150,0.63,289162,110548,4.03,7.94,1,443.0791958010452
10145,4.85,66549,25161,5.1,10.13,0,5.852844083291011
1535,0.0,9386,4296,1.78,9.5,0,357.14285714285717
2245,0.53,15259,7618,4.22,7.56,0,170.40703442188877
39990,1.03,199499,105010,4.89,13.77,0,478.5172379254088
3975,1.19,26818,12195,7.02,19.16,1,116.87549035209868
2690,0.11,15919,7420,4.47,16.36,1,474.6271450676982
2640,1.76,18282,7530,6.67,17.02,1,69.62663975782039
4580,3.68,25759,9678,10.95,30.57,1,569.0773339427179
2450,4.39,14041,5655,10.51,26.79,1,298.60296504739335
4240,0.0,28419,11640,5.38,16.3,1,204.28
1530,3.77,8630,4854,2.03,15.75,1,827.6532834704562
1800,2.39,11414,6252,2.64,14.88,1,783.1501767215112
3555,14.91,20438,15592,4.1,19.23,1,237.07836014530358
3395,0.94,17275,8609,6.65,20.75,1,222.09400513845276
8360,3.04,58288,24787,4.88,13.7,1,148.67507277834525
3825,3.16,22199,9780,2.59,20.73,1,44.15617128463476
2560,2.84,12687,10442,6.38,13.41,1,209.75029726516053
5615,0.48,23863,24582,8.36,15.62,1,67.1034671034671
33745,1.76,191166,87789,6.52,17.55,1,237.08320665229442
30590,0.94,159285,72395,6.63,12.45,1,139.1763102778913
9630,6.68,60789,27983,4.21,14.35,1,159.4702759343346
13200,0.55,96015,34356,2.38,5.28,0,146.7797294568948
2355,3.41,14871,6606,2.91,7.53,0,205.40540540540542
24025,2.65,159788,65095,4.92,12.06,0,80.65011807398582
3935,3.72,21976,9916,6.15,21.17,1,484.6273289617486
3730,3.57,19396,10444,4.5,20.21,1,833.3507990690458
2070,9.68,9807,4977,8.09,31.73,1,2081.7266404199477
3815,2.3,28578,12017,5.41,11.17,1,130.0705209656925
3035,6.76,14423,7303,4.75,19.31,1,132.41054545454546
3620,4.05,16330,8162,11.26,30.0,1,123.93550394027375
2940,0.37,19227,8815,4.36,9.06,1,1606.9753810082063
7570,4.9,41179,23093,6.08,14.8,1,138.7315852642107
11070,1.48,68176,30246,3.95,10.96,1,332.4048359099539
8745,1.33,52683,24476,6.63,13.12,1,166.47209896602658
12910,3.13,75416,37394,5.16,14.81,1,220.1114038269702
1995,5.16,9329,4830,3.34,11.23,0,386.84719535783364
3425,4.44,21564,10248,3.69,7.61,0,252.08675292667897
3075,0.81,13681,7165,6.7,14.62,0,203.1351872755259
7380,2.79,46030,22086,6.72,20.82,1,42.211138116876256
9490,4.45,45072,21619,10.09,30.93,1,204.91118015133875
4050,1.38,20344,9474,10.65,21.24,1,197.6798787313433
1430,0.29,9727,4867,5.85,17.93,1,493.02730970366065
1700,3.63,8727,5199,7.69,28.13,1,516.1948816287879
3210,1.38,18116,8781,8.28,23.99,1,201.61006624083274
6080,2.02,42421,18245,4.79,15.29,1,126.95279547951657
8565,1.67,44587,20417,4.51,19.59,1,9.345333497719146
2865,2.99,18158,7932,4.65,16.36,1,299.82848392036755
13275,0.37,102848,42377,3.39,5.11,1,450.34235859946136
66700,1.2,368385,151753,4.54,13.87,1,102.0551327360384
373835,2.17,1753059,814954,8.9,21.33,1,479.88554333120476
3735,0.84,15826,16873,5.08,12.25,0,42.35912133891213
53725,1.24,353775,133277,3.63,5.79,0,254.433622101628
3135,1.98,18658,7933,3.6,8.01,0,13.35966149506347
33170,0.91,259072,99696,3.08,4.36,0,140.56897251661576
8305,2.13,50744,21258,3.28,13.3,0,0.5088688576898532
20355,0.42,136387,52587,2.67,5.07,0,3.299663791843298
2205,2.54,12276,6550,6.67,20.85,1,542.5018799682035
4735,2.96,28511,10128,12.14,32.1,1,140.25410767561704
4455,2.71,25468,11595,5.72,22.96,1,559.743907083016
2510,2.2,17554,7337,4.0,7.77,1,222.88261515601783
1110,1.09,5180,2947,3.46,11.21,1,1322.7198070175439
3665,3.27,24769,10800,4.42,15.4,1,30.307934689200803
4190,0.76,22900,10106,3.36,11.81,1,179.02621722846442
2720,2.48,13484,6637,4.99,22.74,1,197.42162545334654
7160,2.4,40476,17286,3.33,8.46,0,95.91897527554364
12565,1.54,67368,28791,3.94,16.45,0,195.4528858230257
4395,0.9,25076,11750,2.31,7.03,0,23.230586840545346
1710,0.62,9775,4763,1.85,9.17,0,17.07044267877412
6195,5.85,31103,14719,9.25,33.36,1,34.0729743051914
6830,2.38,37058,17272,6.24,16.57,1,232.88516867067466
2970,3.81,12341,6827,7.09,30.89,1,306.8140810381356
3435,2.98,18308,9278,7.32,23.31,1,51.63611442193087
3950,4.03,25336,10909,4.99,14.81,1,420.0659403669725
2170,1.99,11732,5601,6.68,20.71,1,27.496876301541025
3050,2.28,16282,7835,5.0,14.69,1,91.5845824411135
45160,0.73,398472,156396,3.0,4.79,1,76.79767596210459
3035,0.72,17887,8738,4.48,10.26,1,105.49389567147614
10370,2.54,66653,30219,4.26,16.13,1,83.7290935370638
172150,0.87,996179,441593,4.53,9.3,1,72.22576100268103
5165,0.56,35709,16148,4.77,10.83,0,30.9475115583356
2325,6.25,11876,5681,5.35,9.77,0,14.916520210896309
8095,0.31,55844,22174,3.68,6.43,0,30.172871060171918
1435,13.32,8275,4277,2.58,18.51,1,995.4760869565218
6415,1.55,31253,14377,7.39,31.08,1,413.3015149523497
2520,5.86,14417,7015,3.62,19.1,1,210.01841620626152
1925,0.41,9972,5192,7.67,15.66,1,227.14696969696968
3335,4.91,17060,7587,3.77,21.36,1,806.5403631205673
1585,0.41,8206,4215,9.37,17.8,1,816.9626810584957
32660,0.65,179704,78373,3.51,16.86,1,95.04842480523094
14410,2.27,87904,38822,4.94,15.68,1,270.59477461041433
7505,2.4,42570,19868,6.91,21.89,1,129.61419124904046
2105,3.19,9052,4694,3.23,15.49,1,412.4631268436578
5805,1.42,44944,18984,5.68,9.66,1,206.34439178915358
3200,1.36,22932,10202,2.89,15.3,1,187.7965929069415
6450,3.53,38538,17297,3.9,17.7,1,94.63928785158588
1100,0.65,5975,3207,1.85,15.19,1,461.28110599078343
1650,3.74,11194,5591,8.83,19.12,1,133.88425698871995
3420,2.3,18289,10413,4.77,18.74,1,356.7198894348894
22235,1.88,162067,59155,6.58,13.0,1,135.64912953815164
21995,3.0,179484,63684,3.49,8.09,1,150.0873860309494
125900,2.34,836915,299067,6.21,19.49,1,158.1915249622163
81565,2.59,516126,214785,3.96,11.24,0,128.04684282082067
11650,0.67,70672,31549,6.08,19.44,0,136.15313611258227
3085,5.52,19223,9198,8.13,17.94,0,177.9588785046729
55790,3.2,344186,210354,5.97,14.31,0,112.37776775578443
15430,0.95,76513,35057,5.51,15.17,1,134.365533527183
6160,1.92,48937,19345,4.41,13.82,1,115.66156615661566
3355,0.45,16133,9158,7.23,17.03,1,93.56030859662013
3275,2.76,19926,8838,3.69,14.75,1,543.4968870523415
28895,0.52,157707,75518,6.5,15.52,1,45.32047318349882
28185,1.92,187680,73422,3.4,9.93,1,58.84562618750339
8275,0.35,61562,23937,5.27,11.62,1,130.13681521430598
6135,2.22,42226,18422,4.96,16.5,1,125.29705217129072
2965,4.07,17281,7779,8.11,25.02,1,53.782810087493566
4980,1.47,35046,14478,4.66,12.49,1,314.7180309845078
3620,5.51,25247,14010,4.09,11.23,1,556.9548493543759
635,2.47,3827,2236,2.62,12.4,1,466.44955414012736
10805,1.74,65926,29444,6.29,15.27,0,104.2706046697266
11480,4.17,66990,31469,6.76,20.39,0,29.26326360466879
16395,1.78,106924,44149,5.38,15.57,1,56.84869603085729
7875,0.83,39818,21207,10.18,19.8,1,325.49211368366286
3100,0.0,14374,6165,3.02,16.51,1,798.1320145113103
5060,0.98,27841,13256,4.0,16.78,1,116.86274396990484
12515,1.02,56452,28236,5.89,19.06,1,194.1097313633311
1825,2.19,10910,3685,4.62,9.79,1,1030.5010893246188
3815,1.42,17821,8914,6.1,17.47,1,46.170779861796646
4235,1.74,19678,9487,6.68,18.84,1,516.2362161422709
6835,3.38,40971,18018,3.81,20.19,1,341.01318315737785
865,1.85,5782,2966,2.82,15.25,1,579.4545942857143
66865,2.45,790892,260936,5.6,7.5,1,97.288198551907
1320,1.82,10767,5841,6.44,8.23,1,531.0364464692483
2955,6.92,19744,9565,3.33,16.26,1,269.80434782608694
2055,9.66,20013,5991,7.46,19.65,1,349.9304168012924
45260,2.75,295033,126241,4.82,11.78,0,59.39340736428468
1670,2.71,9495,5669,5.68,15.27,0,31.93548387096774
6430,4.17,38329,18363,4.98,17.45,0,69.79033251231527
2340,0.4,17260,7166,7.33,13.32,1,47.16981132075472
6915,1.05,31827,15539,7.18,23.15,1,67.2205652606164
7240,0.0,35797,17640,8.6,20.69,1,65.3698366954851
24515,1.63,128874,60778,4.8,15.17,1,54.476757532281205
6330,1.31,33377,15613,4.68,19.87,1,295.68015619915394
18965,1.42,232380,84582,2.46,4.65,1,11.414571879643388
19175,0.47,140604,54867,3.51,8.29,1,14.231197703748803
2540,16.83,21077,6505,3.81,14.52,1,357.6202002626395
47265,2.57,337600,148527,5.9,10.95,1,286.6301062449982
780,14.81,6028,2187,8.93,21.61,1,338.14919786096254
4325,6.8,26668,13218,4.29,10.8,1,110.87645195353748
14005,2.83,78314,40774,6.06,15.3,0,55.24330262824305
24875,1.73,125381,54939,5.03,16.4,0,31.579134101192924
70475,1.41,414660,175052,6.11,16.54,0,221.8546160510357
4180,8.18,20292,9470,4.44,18.36,0,176.49918211559432
8665,2.76,56024,24272,4.37,14.45,1,54.462775760610995
2485,1.69,14310,6427,4.23,15.95,1,449.80762455516015
10225,3.72,60016,30081,6.24,12.54,1,357.49220737140547
131480,2.08,690540,319739,4.7,14.23,1,108.71980941374237
3460,3.01,20104,9686,4.92,19.76,1,238.05023858388918
7655,2.96,57917,20639,3.4,14.09,1,246.70378996163686
13860,2.89,87119,37087,6.7,17.35,1,29.65433324224621
4355,2.53,24220,16249,9.32,22.84,1,43.666868333946304
38715,2.51,222827,81696,5.51,12.75,1,94.20975928148067
675,0.0,3901,1744,6.6,9.21,1,616.0811797752809
13615,4.42,81969,41502,6.31,16.99,1,85.1726751079558
130375,5.9,861137,281380,7.31,28.44,1,70.96847126023765
5105,3.97,36109,16409,6.23,12.46,1,174.24536964980544
50745,2.43,313791,131725,5.37,14.44,0,140.54909797259032
17220,1.37,106675,48383,8.51,18.11,0,76.81543705829215
5240,2.09,27325,14118,7.74,19.86,0,223.05603448275863
43895,1.83,273887,109967,5.04,9.53,0,32.489514710460774
6970,3.07,41999,19508,4.03,15.45,1,119.49960097719871
5590,2.75,50194,18638,7.21,11.01,1,187.87444933920705
5080,3.07,29892,13335,5.58,11.72,1,86.2532602423543
790,6.38,6916,2677,3.03,11.36,1,591.5212582781456
12865,6.39,86839,30435,5.12,11.27,1,45.92971884179606
1365,1.16,7578,3780,4.23,11.96,1,184.76753914988814
2850,2.69,20828,9048,2.56,13.09,1,855.7381926366679
19830,1.89,133527,56749,4.37,11.99,1,34.40255005739064
18720,2.45,123633,52256,4.08,17.55,1,216.7767563840411
6905,1.17,38988,18098,2.2,9.44,0,196.40852974186308
8730,2.95,49193,22662,5.77,15.41,1,416.53666801838335
3910,2.57,23268,11157,5.18,16.78,1,45.72105915784035
12600,3.66,69077,32655,4.95,16.95,1,174.09826926467997
820,0.0,3560,2601,1.8,14.82,1,616.4383561643835
4120,5.69,32609,10723,8.34,19.37,1,452.4284039223868
49845,2.43,355700,142110,7.46,14.21,1,106.83615621345479
285555,2.9,1978826,699646,5.74,15.6,1,124.56451961013748
8925,0.49,57356,25111,3.94,12.04,1,176.71797509157508
731035,5.4,4680609,1795219,6.18,15.61,1,264.6695795010204
10600,3.55,66547,28827,6.06,16.8,1,221.33452974165672
890,8.53,5233,2572,1.65,15.15,0,604.5751633986928
11990,4.84,64479,27240,7.7,16.95,1,81.6635293565054
58070,2.57,364718,163605,4.56,12.57,1,161.6708026718244
4475,2.99,25247,11023,13.13,18.18,1,113.14070949432404
4520,0.58,25665,14109,4.57,17.36,1,111.57195233730522
14835,2.61,93622,40011,4.81,16.83,1,137.08022411808517
49670,2.2,368062,139462,4.76,7.92,1,171.80517076284713
40565,3.24,226370,91831,4.37,23.9,1,47.057546862589355
3555,5.39,22986,9392,6.55,15.27,1,68.81613952113509
8925,1.69,60025,26651,5.96,8.88,1,200.56144133865757
5185,2.72,36708,15441,4.36,11.83,1,150.4215456674473
4385,6.93,22942,11804,3.01,19.04,1,105.35308792372882
2865,4.5,14076,6114,8.49,20.85,0,775.2970094223679
10755,1.62,56735,27406,7.61,17.67,1,167.04756082725063
3455,0.45,17391,8419,5.82,17.96,1,303.67070825211175
5070,7.45,27956,13037,7.72,18.95,1,195.57690950920244
6060,2.89,32251,17270,4.68,20.73,1,68.96456933414782
3360,2.76,25017,10541,3.28,14.74,1,266.383066549399
2035,2.91,9231,5550,4.19,15.61,1,399.59536324786325
1720,5.13,7100,3541,1.14,40.22,1,156.41609719058465
2745,0.46,18237,9258,3.94,11.37,1,611.0152834799609
17965,2.19,163030,59964,4.5,9.01,1,14.610674389739346
5010,4.96,33463,13382,4.24,17.78,1,86.08470567056706
660,3.47,3025,1916,10.08,18.89,1,690.099359430605
1455,9.27,8434,4545,2.39,19.87,1,511.3372888616891
860,8.26,5431,2342,10.97,11.32,1,1002.644431630972
1490,0.0,6721,4227,2.27,15.9,0,1710.944927536232
2405,0.0,18528,8983,9.07,15.51,1,67.14234748483767
2250,1.37,11767,5919,7.59,16.04,1,254.36660520607376
8115,1.27,54162,24353,6.16,13.07,1,53.91662408223201
3715,3.44,17755,8997,3.05,23.72,1,406.62769355711964
80425,1.32,466184,207611,4.23,13.2,1,78.38936801798052
6675,3.8,47548,23337,3.21,7.51,1,710.8305419977298
8185,8.67,42817,15269,2.52,15.84,1,141.5474937694704
3505,3.43,21470,12091,4.3,10.08,1,263.5227835051546
2475,0.43,13959,6739,4.23,9.27,1,420.8423088923557
67390,3.89,422135,152544,5.63,26.68,1,185.32185640686214
2045,5.63,12938,5814,6.45,20.05,1,458.51698566447106
7180,0.6,40759,21869,5.21,12.35,1,175.4896294058409
6460,2.12,44831,17430,2.86,11.4,1,36.31257993653893
9290,2.12,51355,27593,6.57,13.47,1,210.4120637037037
7310,2.48,39466,23627,4.38,12.56,1,201.73501437371664
37485,1.41,207081,96263,5.4,8.87,1,296.7117492320581
1155,9.24,7273,2592,12.44,31.02,1,1297.4450827933765
4640,1.65,25689,11343,7.01,19.53,1,490.0135082626173
7250,1.52,43780,18256,8.21,16.69,1,197.14798776248088
2425,0.0,12131,5598,4.47,20.27,1,389.67439916839913
5015,1.56,34158,15624,3.83,11.71,1,109.06082972766607
5180,1.29,30002,14676,8.15,17.53,1,47.31854994215195
5060,6.94,42571,16279,7.06,14.38,1,1.600077366255144
7910,3.61,52341,21345,6.49,14.61,1,70.05910591856723
7660,1.32,51268,32381,5.11,10.6,1,73.07767183154549
71790,0.94,350722,170765,4.67,9.45,1,343.40900360254955
3925,0.84,27078,13479,4.92,10.54,1,12.55193630112197
70345,1.43,447628,184896,4.63,8.74,1,240.20379983811588
6415,0.46,48645,21110,3.44,7.08,1,68.65069365976146
9170,1.93,53392,23458,6.17,16.32,1,222.50308526948933
4870,1.14,25814,12066,6.94,18.47,1,185.35345113902488
15360,1.29,97838,43320,6.69,19.67,1,101.704724532786
5275,1.03,28639,13505,5.15,16.59,1,537.2566467449307
1730,2.08,10444,5272,2.76,12.2,1,178.00632911392404
540,10.82,2860,1351,9.35,27.12,1,618.8032464146023
1375,1.11,8281,5547,5.79,14.71,1,371.9064172901081
97225,2.98,1006038,376186,4.0,6.26,1,50.75983090397648
27355,1.42,164122,74526,4.27,8.12,1,188.9461031193216
13560,2.25,82731,42668,5.8,7.72,1,123.32025464103828
114965,2.23,636161,266624,5.9,14.01,1,426.6282191380057
17180,0.22,126139,64361,5.9,8.18,1,55.56901837376916
4890,0.3,25806,14206,2.67,12.2,0,97.09858226178702
14775,1.12,94615,38474,3.81,9.02,1,201.5577335393392
8230,2.14,46413,21326,6.92,16.89,1,410.8974676354029
25545,1.09,204992,82742,5.97,12.31,1,56.50597852077001
3060,9.03,21357,10755,3.88,10.09,1,375.0497005703422
16315,0.73,148921,60661,4.03,7.66,1,48.129924048397065
2050,3.21,13597,7399,6.14,14.57,1,187.5239069767442
28785,2.03,169947,77606,7.31,13.81,0,35.9339670567837
33400,1.43,200183,89095,5.46,13.59,0,79.71695186966409
2150,3.68,14236,7715,7.05,20.97,0,306.33903133903135
3960,4.52,21170,10581,6.62,27.84,0,79.9624591010849
6085,2.69,30343,14615,6.15,19.07,1,10.5172853869205
4760,5.41,22171,10385,3.56,19.23,1,466.2831380952381
965,4.86,5068,3509,4.79,19.34,1,294.5134575569358
5900,2.33,40428,16986,4.04,12.84,1,69.97024399842583
9430,3.39,75576,26879,6.66,11.46,1,286.76661839246924
685,2.26,4739,1684,2.89,4.35,1,2028.0985
1260,5.02,5753,2909,5.26,20.88,1,1122.4821639898562
34980,2.38,222103,86274,4.32,11.9,0,2.1932355996767865
